Plug Flow Rate (m^3 s^-1),Slip Flow Rate (m^3 s^-1)
2.1009617021690865e-10,1.381701000907601e-11
2.1009617021690865e-10,1.004873455205528e-11
2.1009617021690865e-10,6.2804590950345495e-12
2.1009617021690865e-10,2.5121836380138197e-12
2.1009617021690865e-10,2.5063351816129177e-11
2.1009617021690865e-10,2.13038490437098e-11
2.1009617021690865e-10,1.7544346271290425e-11
2.1009617021690865e-10,1.3784843498871048e-11
2.1009617021690865e-10,1.002534072645167e-11
2.1009617021690865e-10,6.265837954032296e-12
2.1009617021690865e-10,2.5063351816129173e-12
2.073774654944064e-10,2.5415281547267654e-11
2.073774654944064e-10,2.1602989315177506e-11
2.073774654944064e-10,1.7790697083087358e-11
2.073774654944064e-10,1.3978404850997208e-11
2.073774654944064e-10,1.0166112618907063e-11
2.073774654944064e-10,6.353820386816915e-12
2.073774654944064e-10,2.5415281547267654e-12
2.073774654944064e-10,2.5356456200897184e-11
2.073774654944064e-10,2.1552987770762608e-11
2.073774654944064e-10,1.774951934062803e-11
2.073774654944064e-10,1.3946050910493453e-11
2.073774654944064e-10,1.0142582480358875e-11
2.073774654944064e-10,6.3391140502242976e-12
2.073774654944064e-10,2.5356456200897185e-12
2.073774654944064e-10,2.5297699010999e-11
2.073774654944064e-10,2.1503044159349155e-11
2.073774654944064e-10,1.7708389307699304e-11
2.073774654944064e-10,1.391373445604945e-11
2.073774654944064e-10,1.0119079604399602e-11
2.073774654944064e-10,6.324424752749751e-12
2.073774654944064e-10,2.5297699010999e-12
2.073774654944064e-10,2.523900997757311e-11
2.073774654944064e-10,2.1453158480937143e-11
2.073774654944064e-10,1.766730698430118e-11
2.073774654944064e-10,1.3881455487665212e-11
2.073774654944064e-10,1.0095603991029245e-11
2.073774654944064e-10,6.309752494393279e-12
2.073774654944064e-10,2.523900997757311e-12
2.073774654944064e-10,2.5180389100619512e-11
2.073774654944064e-10,2.1403330735526585e-11
2.073774654944064e-10,1.762627237043366e-11
2.073774654944064e-10,1.3849214005340733e-11
2.073774654944064e-10,1.0072155640247805e-11
2.073774654944064e-10,6.295097275154878e-12
2.073774654944064e-10,2.518038910061951e-12
2.073774654944064e-10,2.5121836380138198e-11
2.073774654944064e-10,2.135356092311747e-11
2.073774654944064e-10,1.758528546609674e-11
2.073774654944064e-10,1.381701000907601e-11
2.073774654944064e-10,1.004873455205528e-11
2.073774654944064e-10,6.2804590950345495e-12
2.073774654944064e-10,2.5121836380138197e-12
2.073774654944064e-10,2.5063351816129177e-11
2.073774654944064e-10,2.13038490437098e-11
2.073774654944064e-10,1.7544346271290425e-11
2.073774654944064e-10,1.3784843498871048e-11
2.073774654944064e-10,1.002534072645167e-11
2.073774654944064e-10,6.265837954032296e-12
2.073774654944064e-10,2.5063351816129173e-12
2.0452138398446346e-10,2.5415281547267654e-11
2.0452138398446346e-10,2.1602989315177506e-11
2.0452138398446346e-10,1.7790697083087358e-11
2.0452138398446346e-10,1.3978404850997208e-11
2.0452138398446346e-10,1.0166112618907063e-11
2.0452138398446346e-10,6.353820386816915e-12
2.0452138398446346e-10,2.5415281547267654e-12
2.0452138398446346e-10,2.5356456200897184e-11
2.0452138398446346e-10,2.1552987770762608e-11
2.0452138398446346e-10,1.774951934062803e-11
2.0452138398446346e-10,1.3946050910493453e-11
2.0452138398446346e-10,1.0142582480358875e-11
2.0452138398446346e-10,6.3391140502242976e-12
2.0452138398446346e-10,2.5356456200897185e-12
2.0452138398446346e-10,2.5297699010999e-11
2.0452138398446346e-10,2.1503044159349155e-11
2.0452138398446346e-10,1.7708389307699304e-11
2.0452138398446346e-10,1.391373445604945e-11
2.0452138398446346e-10,1.0119079604399602e-11
2.0452138398446346e-10,6.324424752749751e-12
2.0452138398446346e-10,2.5297699010999e-12
2.0452138398446346e-10,2.523900997757311e-11
2.0452138398446346e-10,2.1453158480937143e-11
2.0452138398446346e-10,1.766730698430118e-11
2.0452138398446346e-10,1.3881455487665212e-11
2.0452138398446346e-10,1.0095603991029245e-11
2.0452138398446346e-10,6.309752494393279e-12
2.0452138398446346e-10,2.523900997757311e-12
2.0452138398446346e-10,2.5180389100619512e-11
2.0452138398446346e-10,2.1403330735526585e-11
2.0452138398446346e-10,1.762627237043366e-11
2.0452138398446346e-10,1.3849214005340733e-11
2.0452138398446346e-10,1.0072155640247805e-11
2.0452138398446346e-10,6.295097275154878e-12
2.0452138398446346e-10,2.518038910061951e-12
2.0452138398446346e-10,2.5121836380138198e-11
2.0452138398446346e-10,2.135356092311747e-11
2.0452138398446346e-10,1.758528546609674e-11
2.0452138398446346e-10,1.381701000907601e-11
2.0452138398446346e-10,1.004873455205528e-11
2.0452138398446346e-10,6.2804590950345495e-12
2.0452138398446346e-10,2.5121836380138197e-12
2.0452138398446346e-10,2.5063351816129177e-11
2.0452138398446346e-10,2.13038490437098e-11
2.0452138398446346e-10,1.7544346271290425e-11
2.0452138398446346e-10,1.3784843498871048e-11
2.0452138398446346e-10,1.002534072645167e-11
2.0452138398446346e-10,6.265837954032296e-12
2.0452138398446346e-10,2.5063351816129173e-12
2.015365703095313e-10,2.5415281547267654e-11
2.015365703095313e-10,2.1602989315177506e-11
2.015365703095313e-10,1.7790697083087358e-11
2.015365703095313e-10,1.3978404850997208e-11
2.015365703095313e-10,1.0166112618907063e-11
2.015365703095313e-10,6.353820386816915e-12
2.015365703095313e-10,2.5415281547267654e-12
2.015365703095313e-10,2.5356456200897184e-11
2.015365703095313e-10,2.1552987770762608e-11
2.015365703095313e-10,1.774951934062803e-11
2.015365703095313e-10,1.3946050910493453e-11
2.015365703095313e-10,1.0142582480358875e-11
2.015365703095313e-10,6.3391140502242976e-12
2.015365703095313e-10,2.5356456200897185e-12
2.015365703095313e-10,2.5297699010999e-11
2.015365703095313e-10,2.1503044159349155e-11
2.015365703095313e-10,1.7708389307699304e-11
2.015365703095313e-10,1.391373445604945e-11
2.015365703095313e-10,1.0119079604399602e-11
2.015365703095313e-10,6.324424752749751e-12
2.015365703095313e-10,2.5297699010999e-12
2.015365703095313e-10,2.523900997757311e-11
2.015365703095313e-10,2.1453158480937143e-11
2.015365703095313e-10,1.766730698430118e-11
2.015365703095313e-10,1.3881455487665212e-11
2.015365703095313e-10,1.0095603991029245e-11
2.015365703095313e-10,6.309752494393279e-12
2.015365703095313e-10,2.523900997757311e-12
2.015365703095313e-10,2.5180389100619512e-11
2.015365703095313e-10,2.1403330735526585e-11
2.015365703095313e-10,1.762627237043366e-11
2.015365703095313e-10,1.3849214005340733e-11
2.015365703095313e-10,1.0072155640247805e-11
2.015365703095313e-10,6.295097275154878e-12
2.015365703095313e-10,2.518038910061951e-12
2.015365703095313e-10,2.5121836380138198e-11
2.015365703095313e-10,2.135356092311747e-11
2.015365703095313e-10,1.758528546609674e-11
2.015365703095313e-10,1.381701000907601e-11
2.015365703095313e-10,1.004873455205528e-11
2.015365703095313e-10,6.2804590950345495e-12
2.015365703095313e-10,2.5121836380138197e-12
2.015365703095313e-10,2.5063351816129177e-11
2.015365703095313e-10,2.13038490437098e-11
2.015365703095313e-10,1.7544346271290425e-11
2.015365703095313e-10,1.3784843498871048e-11
2.015365703095313e-10,1.002534072645167e-11
2.015365703095313e-10,6.265837954032296e-12
2.015365703095313e-10,2.5063351816129173e-12
1.984314850845135e-10,2.5415281547267654e-11
1.984314850845135e-10,2.1602989315177506e-11
1.984314850845135e-10,1.7790697083087358e-11
1.984314850845135e-10,1.3978404850997208e-11
1.984314850845135e-10,1.0166112618907063e-11
1.984314850845135e-10,6.353820386816915e-12
1.984314850845135e-10,2.5415281547267654e-12
1.984314850845135e-10,2.5356456200897184e-11
1.984314850845135e-10,2.1552987770762608e-11
1.984314850845135e-10,1.774951934062803e-11
1.984314850845135e-10,1.3946050910493453e-11
1.984314850845135e-10,1.0142582480358875e-11
1.984314850845135e-10,6.3391140502242976e-12
1.984314850845135e-10,2.5356456200897185e-12
1.984314850845135e-10,2.5297699010999e-11
1.984314850845135e-10,2.1503044159349155e-11
1.984314850845135e-10,1.7708389307699304e-11
1.984314850845135e-10,1.391373445604945e-11
1.984314850845135e-10,1.0119079604399602e-11
1.984314850845135e-10,6.324424752749751e-12
1.984314850845135e-10,2.5297699010999e-12
1.984314850845135e-10,2.523900997757311e-11
1.984314850845135e-10,2.1453158480937143e-11
1.984314850845135e-10,1.766730698430118e-11
1.984314850845135e-10,1.3881455487665212e-11
1.984314850845135e-10,1.0095603991029245e-11
1.984314850845135e-10,6.309752494393279e-12
1.984314850845135e-10,2.523900997757311e-12
1.984314850845135e-10,2.5180389100619512e-11
1.984314850845135e-10,2.1403330735526585e-11
1.984314850845135e-10,1.762627237043366e-11
1.984314850845135e-10,1.3849214005340733e-11
1.984314850845135e-10,1.0072155640247805e-11
1.984314850845135e-10,6.295097275154878e-12
1.984314850845135e-10,2.518038910061951e-12
1.984314850845135e-10,2.5121836380138198e-11
1.984314850845135e-10,2.135356092311747e-11
1.984314850845135e-10,1.758528546609674e-11
1.984314850845135e-10,1.381701000907601e-11
1.984314850845135e-10,1.004873455205528e-11
1.984314850845135e-10,6.2804590950345495e-12
1.984314850845135e-10,2.5121836380138197e-12
1.984314850845135e-10,2.5063351816129177e-11
1.984314850845135e-10,2.13038490437098e-11
1.984314850845135e-10,1.7544346271290425e-11
1.984314850845135e-10,1.3784843498871048e-11
1.984314850845135e-10,1.002534072645167e-11
1.984314850845135e-10,6.265837954032296e-12
1.984314850845135e-10,2.5063351816129173e-12
1.3327465189022982e-09,8.582072547018933e-11
1.3327465189022982e-09,7.294761664966093e-11
1.3327465189022982e-09,6.007450782913254e-11
1.3327465189022982e-09,4.720139900860413e-11
1.3327465189022982e-09,3.4328290188075734e-11
1.3327465189022982e-09,2.1455181367547333e-11
1.3327465189022982e-09,8.582072547018933e-12
1.3327465189022982e-09,8.568830880394252e-11
1.3327465189022982e-09,7.283506248335115e-11
1.3327465189022982e-09,5.998181616275976e-11
1.3327465189022982e-09,4.712856984216839e-11
1.3327465189022982e-09,3.4275323521577015e-11
1.3327465189022982e-09,2.1422077200985633e-11
1.3327465189022982e-09,8.568830880394252e-12
1.3327465189022982e-09,8.555599437240414e-11
1.3327465189022982e-09,7.272259521654352e-11
1.3327465189022982e-09,5.98891960606829e-11
1.3327465189022982e-09,4.705579690482228e-11
1.3327465189022982e-09,3.422239774896166e-11
1.3327465189022982e-09,2.138899859310104e-11
1.3327465189022982e-09,8.555599437240413e-12
1.3327465189022982e-09,8.54237821755742e-11
1.3327465189022982e-09,7.261021484923806e-11
1.3327465189022982e-09,5.979664752290194e-11
1.3327465189022982e-09,4.6983080196565814e-11
1.3327465189022982e-09,3.416951287022968e-11
1.3327465189022982e-09,2.1355945543893554e-11
1.3327465189022982e-09,8.542378217557419e-12
1.3327465189022982e-09,8.529167221345268e-11
1.3327465189022982e-09,7.249792138143478e-11
1.3327465189022982e-09,5.970417054941688e-11
1.3327465189022982e-09,4.691041971739898e-11
1.3327465189022982e-09,3.411666888538108e-11
1.3327465189022982e-09,2.1322918053363174e-11
1.3327465189022982e-09,8.529167221345269e-12
1.3327465189022982e-09,8.51596644860396e-11
1.3327465189022982e-09,7.238571481313367e-11
1.3327465189022982e-09,5.961176514022772e-11
1.3327465189022982e-09,4.683781546732178e-11
1.3327465189022982e-09,3.406386579441585e-11
1.3327465189022982e-09,2.1289916121509903e-11
1.3327465189022982e-09,8.515966448603961e-12
1.3327465189022982e-09,8.502775899333496e-11
1.3327465189022982e-09,7.227359514433472e-11
1.3327465189022982e-09,5.951943129533448e-11
1.3327465189022982e-09,4.676526744633423e-11
1.3327465189022982e-09,3.401110359733399e-11
1.3327465189022982e-09,2.1256939748333744e-11
1.3327465189022982e-09,8.502775899333495e-12
1.3230429365723814e-09,8.582072547018933e-11
1.3230429365723814e-09,7.294761664966093e-11
1.3230429365723814e-09,6.007450782913254e-11
1.3230429365723814e-09,4.720139900860413e-11
1.3230429365723814e-09,3.4328290188075734e-11
1.3230429365723814e-09,2.1455181367547333e-11
1.3230429365723814e-09,8.582072547018933e-12
1.3230429365723814e-09,8.568830880394252e-11
1.3230429365723814e-09,7.283506248335115e-11
1.3230429365723814e-09,5.998181616275976e-11
1.3230429365723814e-09,4.712856984216839e-11
1.3230429365723814e-09,3.4275323521577015e-11
1.3230429365723814e-09,2.1422077200985633e-11
1.3230429365723814e-09,8.568830880394252e-12
1.3230429365723814e-09,8.555599437240414e-11
1.3230429365723814e-09,7.272259521654352e-11
1.3230429365723814e-09,5.98891960606829e-11
1.3230429365723814e-09,4.705579690482228e-11
1.3230429365723814e-09,3.422239774896166e-11
1.3230429365723814e-09,2.138899859310104e-11
1.3230429365723814e-09,8.555599437240413e-12
1.3230429365723814e-09,8.54237821755742e-11
1.3230429365723814e-09,7.261021484923806e-11
1.3230429365723814e-09,5.979664752290194e-11
1.3230429365723814e-09,4.6983080196565814e-11
1.3230429365723814e-09,3.416951287022968e-11
1.3230429365723814e-09,2.1355945543893554e-11
1.3230429365723814e-09,8.542378217557419e-12
1.3230429365723814e-09,8.529167221345268e-11
1.3230429365723814e-09,7.249792138143478e-11
1.3230429365723814e-09,5.970417054941688e-11
1.3230429365723814e-09,4.691041971739898e-11
1.3230429365723814e-09,3.411666888538108e-11
1.3230429365723814e-09,2.1322918053363174e-11
1.3230429365723814e-09,8.529167221345269e-12
1.3230429365723814e-09,8.51596644860396e-11
1.3230429365723814e-09,7.238571481313367e-11
1.3230429365723814e-09,5.961176514022772e-11
1.3230429365723814e-09,4.683781546732178e-11
1.3230429365723814e-09,3.406386579441585e-11
1.3230429365723814e-09,2.1289916121509903e-11
1.3230429365723814e-09,8.515966448603961e-12
1.3230429365723814e-09,8.502775899333496e-11
1.3230429365723814e-09,7.227359514433472e-11
1.3230429365723814e-09,5.951943129533448e-11
1.3230429365723814e-09,4.676526744633423e-11
1.3230429365723814e-09,3.401110359733399e-11
1.3230429365723814e-09,2.1256939748333744e-11
1.3230429365723814e-09,8.502775899333495e-12
1.3128989475354253e-09,8.582072547018933e-11
1.3128989475354253e-09,7.294761664966093e-11
1.3128989475354253e-09,6.007450782913254e-11
1.3128989475354253e-09,4.720139900860413e-11
1.3128989475354253e-09,3.4328290188075734e-11
1.3128989475354253e-09,2.1455181367547333e-11
1.3128989475354253e-09,8.582072547018933e-12
1.3128989475354253e-09,8.568830880394252e-11
1.3128989475354253e-09,7.283506248335115e-11
1.3128989475354253e-09,5.998181616275976e-11
1.3128989475354253e-09,4.712856984216839e-11
1.3128989475354253e-09,3.4275323521577015e-11
1.3128989475354253e-09,2.1422077200985633e-11
1.3128989475354253e-09,8.568830880394252e-12
1.3128989475354253e-09,8.555599437240414e-11
1.3128989475354253e-09,7.272259521654352e-11
1.3128989475354253e-09,5.98891960606829e-11
1.3128989475354253e-09,4.705579690482228e-11
1.3128989475354253e-09,3.422239774896166e-11
1.3128989475354253e-09,2.138899859310104e-11
1.3128989475354253e-09,8.555599437240413e-12
1.3128989475354253e-09,8.54237821755742e-11
1.3128989475354253e-09,7.261021484923806e-11
1.3128989475354253e-09,5.979664752290194e-11
1.3128989475354253e-09,4.6983080196565814e-11
1.3128989475354253e-09,3.416951287022968e-11
1.3128989475354253e-09,2.1355945543893554e-11
1.3128989475354253e-09,8.542378217557419e-12
1.3128989475354253e-09,8.529167221345268e-11
1.3128989475354253e-09,7.249792138143478e-11
1.3128989475354253e-09,5.970417054941688e-11
1.3128989475354253e-09,4.691041971739898e-11
1.3128989475354253e-09,3.411666888538108e-11
1.3128989475354253e-09,2.1322918053363174e-11
1.3128989475354253e-09,8.529167221345269e-12
1.3128989475354253e-09,8.51596644860396e-11
1.3128989475354253e-09,7.238571481313367e-11
1.3128989475354253e-09,5.961176514022772e-11
1.3128989475354253e-09,4.683781546732178e-11
1.3128989475354253e-09,3.406386579441585e-11
1.3128989475354253e-09,2.1289916121509903e-11
1.3128989475354253e-09,8.515966448603961e-12
1.3128989475354253e-09,8.502775899333496e-11
1.3128989475354253e-09,7.227359514433472e-11
1.3128989475354253e-09,5.951943129533448e-11
1.3128989475354253e-09,4.676526744633423e-11
1.3128989475354253e-09,3.401110359733399e-11
1.3128989475354253e-09,2.1256939748333744e-11
1.3128989475354253e-09,8.502775899333495e-12
1.3023313109804897e-09,8.582072547018933e-11
1.3023313109804897e-09,7.294761664966093e-11
1.3023313109804897e-09,6.007450782913254e-11
1.3023313109804897e-09,4.720139900860413e-11
1.3023313109804897e-09,3.4328290188075734e-11
1.3023313109804897e-09,2.1455181367547333e-11
1.3023313109804897e-09,8.582072547018933e-12
1.3023313109804897e-09,8.568830880394252e-11
1.3023313109804897e-09,7.283506248335115e-11
1.3023313109804897e-09,5.998181616275976e-11
1.3023313109804897e-09,4.712856984216839e-11
1.3023313109804897e-09,3.4275323521577015e-11
1.3023313109804897e-09,2.1422077200985633e-11
1.3023313109804897e-09,8.568830880394252e-12
1.3023313109804897e-09,8.555599437240414e-11
1.3023313109804897e-09,7.272259521654352e-11
1.3023313109804897e-09,5.98891960606829e-11
1.3023313109804897e-09,4.705579690482228e-11
1.3023313109804897e-09,3.422239774896166e-11
1.3023313109804897e-09,2.138899859310104e-11
1.3023313109804897e-09,8.555599437240413e-12
1.3023313109804897e-09,8.54237821755742e-11
1.3023313109804897e-09,7.261021484923806e-11
1.3023313109804897e-09,5.979664752290194e-11
1.3023313109804897e-09,4.6983080196565814e-11
1.3023313109804897e-09,3.416951287022968e-11
1.3023313109804897e-09,2.1355945543893554e-11
1.3023313109804897e-09,8.542378217557419e-12
1.3023313109804897e-09,8.529167221345268e-11
1.3023313109804897e-09,7.249792138143478e-11
1.3023313109804897e-09,5.970417054941688e-11
1.3023313109804897e-09,4.691041971739898e-11
1.3023313109804897e-09,3.411666888538108e-11
1.3023313109804897e-09,2.1322918053363174e-11
1.3023313109804897e-09,8.529167221345269e-12
1.3023313109804897e-09,8.51596644860396e-11
1.3023313109804897e-09,7.238571481313367e-11
1.3023313109804897e-09,5.961176514022772e-11
1.3023313109804897e-09,4.683781546732178e-11
1.3023313109804897e-09,3.406386579441585e-11
1.3023313109804897e-09,2.1289916121509903e-11
1.3023313109804897e-09,8.515966448603961e-12
1.3023313109804897e-09,8.502775899333496e-11
1.3023313109804897e-09,7.227359514433472e-11
1.3023313109804897e-09,5.951943129533448e-11
1.3023313109804897e-09,4.676526744633423e-11
1.3023313109804897e-09,3.401110359733399e-11
1.3023313109804897e-09,2.1256939748333744e-11
1.3023313109804897e-09,8.502775899333495e-12
1.2913565581287162e-09,8.582072547018933e-11
1.2913565581287162e-09,7.294761664966093e-11
1.2913565581287162e-09,6.007450782913254e-11
1.2913565581287162e-09,4.720139900860413e-11
1.2913565581287162e-09,3.4328290188075734e-11
1.2913565581287162e-09,2.1455181367547333e-11
1.2913565581287162e-09,8.582072547018933e-12
1.2913565581287162e-09,8.568830880394252e-11
1.2913565581287162e-09,7.283506248335115e-11
1.2913565581287162e-09,5.998181616275976e-11
1.2913565581287162e-09,4.712856984216839e-11
1.2913565581287162e-09,3.4275323521577015e-11
1.2913565581287162e-09,2.1422077200985633e-11
1.2913565581287162e-09,8.568830880394252e-12
1.2913565581287162e-09,8.555599437240414e-11
1.2913565581287162e-09,7.272259521654352e-11
1.2913565581287162e-09,5.98891960606829e-11
1.2913565581287162e-09,4.705579690482228e-11
1.2913565581287162e-09,3.422239774896166e-11
1.2913565581287162e-09,2.138899859310104e-11
1.2913565581287162e-09,8.555599437240413e-12
1.2913565581287162e-09,8.54237821755742e-11
1.2913565581287162e-09,7.261021484923806e-11
1.2913565581287162e-09,5.979664752290194e-11
1.2913565581287162e-09,4.6983080196565814e-11
1.2913565581287162e-09,3.416951287022968e-11
1.2913565581287162e-09,2.1355945543893554e-11
1.2913565581287162e-09,8.542378217557419e-12
1.2913565581287162e-09,8.529167221345268e-11
1.2913565581287162e-09,7.249792138143478e-11
1.2913565581287162e-09,5.970417054941688e-11
1.2913565581287162e-09,4.691041971739898e-11
1.2913565581287162e-09,3.411666888538108e-11
1.2913565581287162e-09,2.1322918053363174e-11
1.2913565581287162e-09,8.529167221345269e-12
1.2913565581287162e-09,8.51596644860396e-11
1.2913565581287162e-09,7.238571481313367e-11
1.2913565581287162e-09,5.961176514022772e-11
1.2913565581287162e-09,4.683781546732178e-11
1.2913565581287162e-09,3.406386579441585e-11
1.2913565581287162e-09,2.1289916121509903e-11
1.2913565581287162e-09,8.515966448603961e-12
1.2913565581287162e-09,8.502775899333496e-11
1.2913565581287162e-09,7.227359514433472e-11
1.2913565581287162e-09,5.951943129533448e-11
1.2913565581287162e-09,4.676526744633423e-11
1.2913565581287162e-09,3.401110359733399e-11
1.2913565581287162e-09,2.1256939748333744e-11
1.2913565581287162e-09,8.502775899333495e-12
1.2799909929892468e-09,8.582072547018933e-11
1.2799909929892468e-09,7.294761664966093e-11
1.2799909929892468e-09,6.007450782913254e-11
1.2799909929892468e-09,4.720139900860413e-11
1.2799909929892468e-09,3.4328290188075734e-11
1.2799909929892468e-09,2.1455181367547333e-11
1.2799909929892468e-09,8.582072547018933e-12
1.2799909929892468e-09,8.568830880394252e-11
1.2799909929892468e-09,7.283506248335115e-11
1.2799909929892468e-09,5.998181616275976e-11
1.2799909929892468e-09,4.712856984216839e-11
1.2799909929892468e-09,3.4275323521577015e-11
1.2799909929892468e-09,2.1422077200985633e-11
1.2799909929892468e-09,8.568830880394252e-12
1.2799909929892468e-09,8.555599437240414e-11
1.2799909929892468e-09,7.272259521654352e-11
1.2799909929892468e-09,5.98891960606829e-11
1.2799909929892468e-09,4.705579690482228e-11
1.2799909929892468e-09,3.422239774896166e-11
1.2799909929892468e-09,2.138899859310104e-11
1.2799909929892468e-09,8.555599437240413e-12
1.2799909929892468e-09,8.54237821755742e-11
1.2799909929892468e-09,7.261021484923806e-11
1.2799909929892468e-09,5.979664752290194e-11
1.2799909929892468e-09,4.6983080196565814e-11
1.2799909929892468e-09,3.416951287022968e-11
1.2799909929892468e-09,2.1355945543893554e-11
1.2799909929892468e-09,8.542378217557419e-12
1.2799909929892468e-09,8.529167221345268e-11
1.2799909929892468e-09,7.249792138143478e-11
1.2799909929892468e-09,5.970417054941688e-11
1.2799909929892468e-09,4.691041971739898e-11
1.2799909929892468e-09,3.411666888538108e-11
1.2799909929892468e-09,2.1322918053363174e-11
1.2799909929892468e-09,8.529167221345269e-12
1.2799909929892468e-09,8.51596644860396e-11
1.2799909929892468e-09,7.238571481313367e-11
1.2799909929892468e-09,5.961176514022772e-11
1.2799909929892468e-09,4.683781546732178e-11
1.2799909929892468e-09,3.406386579441585e-11
1.2799909929892468e-09,2.1289916121509903e-11
1.2799909929892468e-09,8.515966448603961e-12
1.2799909929892468e-09,8.502775899333496e-11
1.2799909929892468e-09,7.227359514433472e-11
1.2799909929892468e-09,5.951943129533448e-11
1.2799909929892468e-09,4.676526744633423e-11
1.2799909929892468e-09,3.401110359733399e-11
1.2799909929892468e-09,2.1256939748333744e-11
1.2799909929892468e-09,8.502775899333495e-12
1.2682506931166213e-09,8.582072547018933e-11
1.2682506931166213e-09,7.294761664966093e-11
1.2682506931166213e-09,6.007450782913254e-11
1.2682506931166213e-09,4.720139900860413e-11
1.2682506931166213e-09,3.4328290188075734e-11
1.2682506931166213e-09,2.1455181367547333e-11
1.2682506931166213e-09,8.582072547018933e-12
1.2682506931166213e-09,8.568830880394252e-11
1.2682506931166213e-09,7.283506248335115e-11
1.2682506931166213e-09,5.998181616275976e-11
1.2682506931166213e-09,4.712856984216839e-11
1.2682506931166213e-09,3.4275323521577015e-11
1.2682506931166213e-09,2.1422077200985633e-11
1.2682506931166213e-09,8.568830880394252e-12
1.2682506931166213e-09,8.555599437240414e-11
1.2682506931166213e-09,7.272259521654352e-11
1.2682506931166213e-09,5.98891960606829e-11
1.2682506931166213e-09,4.705579690482228e-11
1.2682506931166213e-09,3.422239774896166e-11
1.2682506931166213e-09,2.138899859310104e-11
1.2682506931166213e-09,8.555599437240413e-12
1.2682506931166213e-09,8.54237821755742e-11
1.2682506931166213e-09,7.261021484923806e-11
1.2682506931166213e-09,5.979664752290194e-11
1.2682506931166213e-09,4.6983080196565814e-11
1.2682506931166213e-09,3.416951287022968e-11
1.2682506931166213e-09,2.1355945543893554e-11
1.2682506931166213e-09,8.542378217557419e-12
1.2682506931166213e-09,8.529167221345268e-11
1.2682506931166213e-09,7.249792138143478e-11
1.2682506931166213e-09,5.970417054941688e-11
1.2682506931166213e-09,4.691041971739898e-11
1.2682506931166213e-09,3.411666888538108e-11
1.2682506931166213e-09,2.1322918053363174e-11
1.2682506931166213e-09,8.529167221345269e-12
1.2682506931166213e-09,8.51596644860396e-11
1.2682506931166213e-09,7.238571481313367e-11
1.2682506931166213e-09,5.961176514022772e-11
1.2682506931166213e-09,4.683781546732178e-11
1.2682506931166213e-09,3.406386579441585e-11
1.2682506931166213e-09,2.1289916121509903e-11
1.2682506931166213e-09,8.515966448603961e-12
1.2682506931166213e-09,8.502775899333496e-11
1.2682506931166213e-09,7.227359514433472e-11
1.2682506931166213e-09,5.951943129533448e-11
1.2682506931166213e-09,4.676526744633423e-11
1.2682506931166213e-09,3.401110359733399e-11
1.2682506931166213e-09,2.1256939748333744e-11
1.2682506931166213e-09,8.502775899333495e-12
4.8590554913511155e-09,2.0347924113552437e-10
4.8590554913511155e-09,1.729573549651957e-10
4.8590554913511155e-09,1.4243546879486703e-10
4.8590554913511155e-09,1.1191358262453841e-10
4.8590554913511155e-09,8.139169645420973e-11
4.8590554913511155e-09,5.08698102838811e-11
4.8590554913511155e-09,2.0347924113552433e-11
4.8590554913511155e-09,2.032437807182738e-10
4.8590554913511155e-09,1.727572136105327e-10
4.8590554913511155e-09,1.4227064650279164e-10
4.8590554913511155e-09,1.1178407939505057e-10
4.8590554913511155e-09,8.129751228730952e-11
4.8590554913511155e-09,5.081094517956845e-11
4.8590554913511155e-09,2.0324378071827377e-11
4.8590554913511155e-09,2.030084566139678e-10
4.8590554913511155e-09,1.7255718812187263e-10
4.8590554913511155e-09,1.4210591962977747e-10
4.8590554913511155e-09,1.1165465113768229e-10
4.8590554913511155e-09,8.120338264558712e-11
4.8590554913511155e-09,5.075211415349196e-11
4.8590554913511155e-09,2.0300845661396777e-11
4.8590554913511155e-09,2.0277326882260642e-10
4.8590554913511155e-09,1.7235727849921545e-10
4.8590554913511155e-09,1.4194128817582447e-10
4.8590554913511155e-09,1.1152529785243353e-10
4.8590554913511155e-09,8.110930752904257e-11
4.8590554913511155e-09,5.0693317205651605e-11
4.8590554913511155e-09,2.0277326882260638e-11
4.8590554913511155e-09,2.0253821734418957e-10
4.8590554913511155e-09,1.7215748474256115e-10
4.8590554913511155e-09,1.4177675214093272e-10
4.8590554913511155e-09,1.1139601953930428e-10
4.8590554913511155e-09,8.101528693767584e-11
4.8590554913511155e-09,5.06345543360474e-11
4.8590554913511155e-09,2.0253821734418957e-11
4.8590554913511155e-09,2.0230330217871736e-10
4.8590554913511155e-09,1.7195780685190975e-10
4.8590554913511155e-09,1.4161231152510212e-10
4.8590554913511155e-09,1.1126681619829453e-10
4.8590554913511155e-09,8.092132087148694e-11
4.8590554913511155e-09,5.057582554467934e-11
4.8590554913511155e-09,2.0230330217871736e-11
4.8590554913511155e-09,2.0206852332618964e-10
4.8590554913511155e-09,1.7175824482726122e-10
4.8590554913511155e-09,1.4144796632833276e-10
4.8590554913511155e-09,1.1113768782940431e-10
4.8590554913511155e-09,8.082740933047587e-11
4.8590554913511155e-09,5.051713083154742e-11
4.8590554913511155e-09,2.0206852332618962e-11
4.832911776430117e-09,2.0347924113552437e-10
4.832911776430117e-09,1.729573549651957e-10
4.832911776430117e-09,1.4243546879486703e-10
4.832911776430117e-09,1.1191358262453841e-10
4.832911776430117e-09,8.139169645420973e-11
